id_client;sexe;date_naissance;enfant_conduite_accompagne;nombre_enfants;revenus;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;tarif_devis
366029224;F;1955-12-18;0;0;4716;Private;Pickup;yes;1;1.0;Highly Urban/ Urban;2022-05-27 23:47:01;complet;dev_express;279.89
60329948;M;2000-01-01;2;3;47140;Commercial;z_SUV;no;6;5.0;Highly Urban/ Urban;2022-04-10 22:38:24;complet;dev_premium;444.44
945949803;F;1957-12-24;0;0;23582;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;2022-03-23 18:01:21;complet;dev_integral;336.38
929525931;F;2003-09-18;0;2;19355;Private;z_SUV;no;0;9.0;Highly Urban/ Urban;2022-05-24 20:26:04;complet;dev_integral;326.44
995761340;F;1953-03-25;0;0;18573;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;2022-01-05 12:35:20;complet;dev_premium;474.58
388307461;F;2012-04-07;0;0;89250;Private;Minivan;no;0;11.0;Highly Urban/ Urban;2022-05-17 21:03:46;complet;dev_vip;554.77
174671893;M;1975-07-12;0;0;79594;Commercial;Van;yes;5;;Highly Urban/ Urban;2022-05-30 12:05:26;complet;dev_express;252.03
326820492;M;2017-09-16;0;0;28551;Private;Sports Car;no;3;1.0;Highly Urban/ Urban;2022-01-25 11:38:44;complet;dev_premium;490.84
249889271;F;1956-01-19;0;0;121688;Private;Sports Car;no;0;7.0;z_Highly Rural/ Rural;2022-01-30 11:59:40;complet;dev_integral;307.41
864505372;F;1995-01-09;0;0;55532;Commercial;Panel Truck;no;1;1.0;Highly Urban/ Urban;2022-01-04 16:07:33;complet;dev_premium;488.47
852315084;F;1972-08-30;0;0;178864;Private;z_SUV;no;0;15.0;Highly Urban/ Urban;2022-02-11 19:58:24;complet;dev_integral;328.18
922780757;F;1957-08-09;0;2;54064;Private;Sports Car;no;3;7.0;Highly Urban/ Urban;2022-04-07 02:19:19;complet;dev_premium;351.77
405037020;F;1969-02-07;0;4;58248;Private;Minivan;no;4;17.0;Highly Urban/ Urban;2022-02-09 23:54:33;complet;dev_express;260.23
693046723;M;1939-02-11;0;0;108317;Commercial;Panel Truck;no;2;13.0;Highly Urban/ Urban;2022-04-27 04:09:11;complet;dev_express;260.05
37477931;F;1974-01-23;0;1;34024;Private;z_SUV;no;0;4.0;Highly Urban/ Urban;2022-05-25 06:02:32;complet;dev_integral;313.5
723051889;F;1957-12-29;0;0;35558;Commercial;Minivan;no;0;;z_Highly Rural/ Rural;2022-02-10 21:22:48;complet;dev_express;255.92
119301768;M;2008-06-15;0;0;40245;Private;Sports Car;yes;9;8.0;Highly Urban/ Urban;2022-03-14 03:24:07;complet;dev_express;250.09
954222851;M;1951-03-27;0;0;69530;Commercial;Pickup;yes;4;7.0;Highly Urban/ Urban;2022-05-11 10:53:02;complet;dev_integral;306.33
914469084;M;1960-01-06;1;2;45298;Commercial;Minivan;yes;0;1.0;Highly Urban/ Urban;2022-04-09 06:44:09;complet;dev_premium;414.58
864895341;F;1946-10-28;0;0;57018;Commercial;z_SUV;no;2;14.0;z_Highly Rural/ Rural;2022-04-14 10:57:46;complet;dev_premium;522.86
115686938;M;1940-10-11;0;1;37675;Private;Sports Car;no;3;7.0;Highly Urban/ Urban;2022-04-18 10:41:40;complet;dev_express;263.73
161360224;M;1972-01-09;0;0;50049;Commercial;Minivan;yes;0;1.0;Highly Urban/ Urban;2022-03-23 00:19:13;complet;dev_express;275.11
930884352;M;1941-05-27;0;0;64076;Commercial;Minivan;yes;6;;Highly Urban/ Urban;2022-05-09 19:49:17;complet;dev_integral;306.06
289561426;M;1964-12-23;0;0;23486;Private;Minivan;no;0;12.0;z_Highly Rural/ Rural;2022-02-04 03:00:54;complet;dev_express;255.66
712302160;M;1961-10-27;1;1;37345;Commercial;Panel Truck;yes;1;8.0;Highly Urban/ Urban;2022-04-19 01:02:50;complet;dev_premium;533.34
103995962;F;1971-04-12;0;3;31389;Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;2022-04-03 22:13:58;complet;dev_integral;337.24
983789161;F;2004-09-16;1;2;58193;Private;Minivan;no;1;8.0;z_Highly Rural/ Rural;2022-01-18 05:21:31;complet;dev_integral;294.76
450097524;F;1974-06-14;0;0;112481;Commercial;Panel Truck;yes;1;16.0;Highly Urban/ Urban;2022-03-23 16:17:22;complet;dev_express;268.94
249934599;F;1960-05-28;0;0;43210;Private;z_SUV;yes;1;;Highly Urban/ Urban;2022-05-02 16:43:37;complet;dev_integral;290.84
750731752;F;1973-03-31;0;0;45807;Commercial;Van;no;1;5.0;Highly Urban/ Urban;2022-01-19 00:38:48;complet;dev_express;259.92
9697388;M;1966-10-04;0;2;40008;Commercial;Van;no;5;;Highly Urban/ Urban;2022-02-15 23:41:41;complet;dev_integral;294.79
583441358;M;1959-03-03;0;0;109900;Private;z_SUV;no;0;13.0;Highly Urban/ Urban;2022-01-03 06:55:38;complet;dev_premium;502.24
835221275;F;1970-10-23;0;3;25647;Private;Pickup;yes;2;6.0;Highly Urban/ Urban;2022-03-27 02:40:21;complet;dev_express;250.53
588741868;F;2017-05-16;0;0;74789;Private;z_SUV;no;8;19.0;Highly Urban/ Urban;2022-04-02 14:20:38;complet;dev_premium;405.34
702961342;M;1960-02-24;0;0;20299;Private;Sports Car;no;0;1.0;Highly Urban/ Urban;2022-04-30 22:44:59;complet;dev_premium;510.58
22340563;M;1953-09-27;1;3;27204;Private;Minivan;no;1;1.0;z_Highly Rural/ Rural;2022-04-07 11:09:26;complet;dev_integral;338.12
360476883;M;1950-11-09;0;3;113195;Private;Sports Car;no;0;16.0;Highly Urban/ Urban;2022-01-22 06:45:54;complet;dev_integral;317.4
35699337;M;1955-04-29;1;1;;Commercial;Pickup;no;0;18.0;z_Highly Rural/ Rural;2022-05-07 03:05:47;complet;dev_integral;322.32
88744550;F;1993-11-30;0;0;75080;Private;z_SUV;no;4;3.0;Highly Urban/ Urban;2022-01-07 07:53:02;complet;dev_premium;538.88
473317996;F;2019-11-23;0;4;113498;Commercial;z_SUV;no;5;5.0;Highly Urban/ Urban;2022-01-05 18:21:07;complet;dev_integral;334.48
199865035;F;1940-12-05;0;0;38720;Commercial;Minivan;no;0;1.0;Highly Urban/ Urban;2022-05-13 15:01:42;complet;dev_integral;318.22
832341300;M;1968-09-06;0;0;125625;Private;Minivan;no;4;10.0;Highly Urban/ Urban;2022-05-11 05:29:36;complet;dev_express;253.64
192407030;F;1958-03-30;0;0;38504;Private;z_SUV;no;3;9.0;Highly Urban/ Urban;2022-03-29 05:23:58;complet;dev_integral;310.03
893178600;M;1997-09-21;0;2;35192;Private;z_SUV;no;0;3.0;z_Highly Rural/ Rural;2022-02-12 09:30:57;complet;dev_premium;446.4
37246864;F;1954-11-02;0;0;0;Private;Minivan;yes;0;1.0;Highly Urban/ Urban;2022-03-18 03:20:11;complet;dev_premium;323.71
445582540;F;1941-02-16;0;0;33791;Private;Pickup;yes;5;1.0;Highly Urban/ Urban;2022-01-25 12:09:45;complet;dev_express;273.49
648577877;F;1997-10-21;0;0;50621;Private;z_SUV;no;3;;Highly Urban/ Urban;2022-05-11 03:18:18;complet;dev_express;268.08
8467576;M;2020-01-21;2;2;69434;Private;Minivan;yes;0;7.0;Highly Urban/ Urban;2022-05-04 06:00:27;complet;dev_express;251.24
288561163;F;1992-06-30;0;0;77686;Private;Minivan;yes;3;;Highly Urban/ Urban;2022-01-22 22:28:01;complet;dev_express;277.25
989121977;F;1980-11-10;0;0;68194;Commercial;z_SUV;no;2;10.0;Highly Urban/ Urban;2022-01-06 14:38:33;complet;dev_express;256.99
195844876;F;1956-07-31;0;1;16502;Private;z_SUV;no;2;7.0;z_Highly Rural/ Rural;2022-04-11 02:23:36;complet;dev_integral;310.35
540229328;M;1955-11-17;0;0;46812;Private;Pickup;no;0;16.0;Highly Urban/ Urban;2022-03-22 21:40:20;complet;dev_integral;288.06
31091202;F;1986-10-02;0;0;180128;Commercial;Panel Truck;no;0;15.0;Highly Urban/ Urban;2022-03-31 19:09:35;complet;dev_premium;513.79
904934030;F;1957-05-16;0;0;175219;Private;z_SUV;no;0;15.0;Highly Urban/ Urban;2022-03-09 15:11:04;complet;dev_integral;293.6
919497852;M;1951-01-19;0;2;39144;Private;z_SUV;no;5;1.0;Highly Urban/ Urban;2022-05-07 11:43:44;complet;dev_integral;287.88
397609188;F;1954-04-03;0;0;91605;Private;Minivan;yes;3;10.0;Highly Urban/ Urban;2022-02-24 02:03:16;complet;dev_integral;315.82
583493255;F;1981-07-23;0;0;73671;Private;Minivan;no;0;15.0;Highly Urban/ Urban;2022-05-24 09:47:23;complet;dev_express;275.89
359736972;M;1960-01-13;0;0;81767;Commercial;z_SUV;no;0;7.0;Highly Urban/ Urban;2022-02-25 23:45:51;complet;dev_express;283.32
247258580;F;1940-05-20;0;0;5;Commercial;Pickup;yes;0;11.0;Highly Urban/ Urban;2022-03-29 07:38:59;complet;dev_express;278.57
263632369;F;1945-01-17;1;2;79053;Private;Sports Car;no;6;12.0;Highly Urban/ Urban;2022-05-10 14:59:04;complet;dev_express;278.88
24038801;M;2013-01-11;0;1;41229;Private;z_SUV;no;3;5.0;Highly Urban/ Urban;2022-05-14 19:19:02;complet;dev_integral;294.07
39016793;F;1937-10-25;0;0;;Private;Van;yes;3;12.0;Highly Urban/ Urban;2022-01-19 01:48:29;complet;dev_integral;287.36
638602003;M;1990-12-07;2;2;64990;Commercial;Pickup;no;0;7.0;Highly Urban/ Urban;2022-05-27 14:41:25;complet;dev_premium;444.12
903207853;M;2015-10-18;0;3;14818;Commercial;Van;yes;0;1.0;z_Highly Rural/ Rural;2022-01-13 11:51:51;complet;dev_integral;327.96
529008078;M;1987-10-29;0;0;39095;Private;Pickup;yes;0;10.0;Highly Urban/ Urban;2022-04-08 01:47:31;complet;dev_integral;324.54
349140341;F;1993-10-30;0;0;90075;Private;Minivan;no;2;15.0;Highly Urban/ Urban;2022-04-26 15:04:52;complet;dev_integral;282.0
133687781;M;2006-11-13;0;0;100328;Private;z_SUV;no;1;20.0;Highly Urban/ Urban;2022-01-30 17:15:42;complet;dev_integral;304.82
639473172;F;1987-10-21;0;0;57095;Commercial;z_SUV;no;5;12.0;z_Highly Rural/ Rural;2022-05-18 05:21:15;complet;dev_express;265.76
547998631;M;1969-03-26;0;0;46993;Commercial;Minivan;no;3;6.0;Highly Urban/ Urban;2022-01-27 08:09:52;complet;dev_premium;408.4
766689359;F;1966-04-08;0;0;139307;Private;Van;yes;0;18.0;Highly Urban/ Urban;2022-02-13 22:32:54;complet;dev_express;270.45
187776372;M;2016-05-02;0;0;26114;Private;Minivan;no;0;8.0;Highly Urban/ Urban;2022-04-26 23:23:10;complet;dev_integral;324.01
193388454;M;1963-06-05;0;3;98485;Commercial;Van;yes;2;;z_Highly Rural/ Rural;2022-05-26 00:20:31;complet;dev_premium;496.66
105167366;M;1965-09-28;0;3;;Private;Minivan;no;0;16.0;Highly Urban/ Urban;2022-02-06 07:26:48;complet;dev_integral;311.46
311422974;F;2002-04-09;1;3;29251;Private;Minivan;no;0;5.0;Highly Urban/ Urban;2022-02-05 06:43:03;complet;dev_express;264.18
230285211;F;1937-09-25;0;0;17562;Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;2022-03-26 06:02:00;complet;dev_premium;450.47
804938542;F;1954-07-19;0;0;47248;Commercial;Panel Truck;no;4;10.0;Highly Urban/ Urban;2022-02-14 17:36:36;complet;dev_express;251.35
754785835;F;2014-10-29;0;0;63457;Commercial;Panel Truck;no;5;8.0;Highly Urban/ Urban;2022-04-17 16:52:46;complet;dev_integral;339.54
733505117;F;1944-05-11;0;2;99186;Commercial;Van;yes;1;9.0;Highly Urban/ Urban;2022-02-12 04:17:48;complet;dev_express;253.15
622982638;M;2015-01-29;0;0;165193;Commercial;Pickup;no;0;17.0;Highly Urban/ Urban;2022-03-20 21:08:51;complet;dev_integral;294.96
285072055;M;2010-08-04;0;0;98572;Commercial;Van;no;7;10.0;Highly Urban/ Urban;2022-03-24 00:32:23;complet;dev_express;253.78
582651288;M;1947-01-13;0;0;14356;Private;z_SUV;no;4;;Highly Urban/ Urban;2022-05-28 16:57:35;complet;dev_integral;310.92
185458905;M;1967-04-29;0;0;62991;Private;z_SUV;no;1;7.0;Highly Urban/ Urban;2022-04-27 16:49:38;complet;dev_integral;327.49
976090829;M;1973-01-22;0;0;99403;Private;z_SUV;no;1;1.0;z_Highly Rural/ Rural;2022-01-28 09:25:34;complet;dev_premium;320.33
606671545;M;2009-04-28;0;0;171913;Commercial;Panel Truck;no;4;11.0;Highly Urban/ Urban;2022-03-21 10:05:51;complet;dev_express;281.3
987311024;F;1953-02-22;0;0;60599;Private;z_SUV;no;0;12.0;Highly Urban/ Urban;2022-01-07 09:45:07;complet;dev_integral;334.13
424197869;F;1965-04-02;0;0;102092;Private;Minivan;no;4;13.0;Highly Urban/ Urban;2022-05-15 03:11:09;complet;dev_premium;346.74
9864398;F;1988-05-11;0;0;47847;Commercial;Sports Car;no;4;12.0;Highly Urban/ Urban;2022-02-09 14:04:59;complet;dev_integral;309.27
894008021;M;1955-06-17;0;0;196756;Commercial;Pickup;no;3;13.0;Highly Urban/ Urban;2022-02-04 16:41:19;complet;dev_express;283.0
196850945;F;1981-06-05;0;0;91924;Commercial;Van;no;3;8.0;Highly Urban/ Urban;2022-04-30 22:43:02;complet;dev_integral;317.98
980076743;M;2001-04-23;0;0;70851;Private;Van;no;0;1.0;Highly Urban/ Urban;2022-01-06 19:41:51;complet;dev_express;264.99
400793877;M;1974-07-04;0;1;54853;Private;z_SUV;no;2;1.0;Highly Urban/ Urban;2022-04-12 12:00:17;complet;dev_express;259.91
70519778;F;1938-10-31;0;0;95662;Commercial;Panel Truck;no;5;10.0;Highly Urban/ Urban;2022-04-25 16:57:27;complet;dev_express;250.93
164947678;M;1988-11-20;2;2;93310;Commercial;Pickup;no;4;8.0;Highly Urban/ Urban;2022-01-01 07:42:58;complet;dev_integral;336.46
692062611;M;1965-10-29;0;0;30631;Commercial;Pickup;yes;5;1.0;Highly Urban/ Urban;2022-03-16 12:46:20;complet;dev_express;284.06
377336272;M;2000-06-26;0;0;127079;Commercial;Panel Truck;no;3;20.0;Highly Urban/ Urban;2022-03-20 11:43:59;complet;dev_integral;325.01
367158992;M;1951-07-19;0;0;0;Private;z_SUV;no;3;2.0;Highly Urban/ Urban;2022-01-20 09:01:55;complet;dev_integral;290.62
484058014;M;1966-02-27;0;0;72306;Private;Minivan;yes;0;12.0;Highly Urban/ Urban;2022-05-10 05:21:33;complet;dev_integral;304.34
190335385;M;2018-07-25;0;0;0;Private;Sports Car;no;5;11.0;Highly Urban/ Urban;2022-01-10 01:26:00;complet;dev_premium;522.67
182670239;F;2018-06-08;0;0;74713;Private;Sports Car;no;0;12.0;z_Highly Rural/ Rural;2022-03-28 12:26:43;complet;dev_integral;313.78
320166141;F;1978-08-08;0;0;38768;Private;Minivan;yes;4;11.0;Highly Urban/ Urban;2022-04-13 14:44:19;complet;dev_integral;308.04
428288926;F;1938-01-01;0;0;79989;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;2022-02-21 23:21:11;complet;dev_integral;326.77
829674021;F;2006-02-03;0;0;32196;Private;Pickup;yes;2;1.0;Highly Urban/ Urban;2022-01-15 01:35:54;complet;dev_integral;316.44
105136025;F;1983-06-25;0;0;25620;Commercial;Pickup;yes;0;10.0;z_Highly Rural/ Rural;2022-01-25 15:18:53;complet;dev_integral;337.36
538955593;M;1952-02-28;0;0;;Private;Minivan;no;2;7.0;Highly Urban/ Urban;2022-01-18 08:22:19;complet;dev_integral;332.68
622751878;F;1947-11-26;0;0;276054;Commercial;Panel Truck;yes;0;17.0;Highly Urban/ Urban;2022-02-15 23:56:38;complet;dev_express;271.49
282856816;M;1964-10-17;0;1;75128;Private;Pickup;no;1;14.0;Highly Urban/ Urban;2022-01-27 03:55:48;complet;dev_premium;525.25
495081514;M;1966-06-26;0;0;45819;Private;Pickup;no;4;9.0;Highly Urban/ Urban;2022-03-18 07:40:09;complet;dev_express;280.37
198710955;M;2006-02-15;0;0;52703;Private;Pickup;no;0;8.0;Highly Urban/ Urban;2022-03-22 07:46:42;complet;dev_integral;311.45
709159686;M;2020-11-14;0;0;36700;Private;Minivan;no;3;;Highly Urban/ Urban;2022-03-07 03:55:33;complet;dev_integral;322.57
833177798;M;2017-01-25;0;0;61597;Commercial;Van;yes;0;4.0;Highly Urban/ Urban;2022-05-18 22:10:27;complet;dev_integral;323.43
762552558;F;2001-07-22;0;1;37364;Private;z_SUV;no;1;1.0;Highly Urban/ Urban;2022-05-01 17:43:06;complet;dev_express;283.1
120991168;F;1977-12-27;0;2;82478;Private;z_SUV;no;0;11.0;Highly Urban/ Urban;2022-05-26 22:40:54;complet;dev_integral;306.68
182301007;F;2010-10-05;0;0;49654;Private;z_SUV;no;6;;Highly Urban/ Urban;2022-04-23 11:29:17;complet;dev_premium;502.35
178900296;F;1934-06-29;1;1;113595;Private;Minivan;yes;1;11.0;Highly Urban/ Urban;2022-02-27 02:58:11;complet;dev_express;252.97
923115251;F;1955-12-10;0;0;62881;Private;Pickup;yes;2;10.0;Highly Urban/ Urban;2022-04-16 10:28:32;complet;dev_integral;281.49
491050222;F;2004-05-13;0;3;48741;Commercial;Panel Truck;no;1;21.0;Highly Urban/ Urban;2022-03-21 00:34:36;complet;dev_express;280.78
191509516;M;1979-04-20;0;0;20850;Commercial;Sports Car;no;0;1.0;z_Highly Rural/ Rural;2022-05-10 09:58:34;complet;dev_integral;289.57
695733470;F;2020-11-24;0;2;80054;Private;Pickup;no;0;10.0;z_Highly Rural/ Rural;2022-04-11 21:52:04;complet;dev_integral;292.53
690754289;F;1973-06-17;0;3;11585;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;2022-05-13 22:59:22;complet;dev_express;274.81
329879708;F;1954-03-30;2;3;9750;Private;Minivan;yes;3;1.0;Highly Urban/ Urban;2022-05-26 20:49:38;complet;dev_integral;319.11
720955799;F;1943-09-10;0;0;47936;Private;Pickup;no;0;10.0;z_Highly Rural/ Rural;2022-03-03 14:18:18;complet;dev_express;257.24
947631958;F;1954-04-11;0;0;201627;Private;Sports Car;no;0;12.0;Highly Urban/ Urban;2022-01-26 19:37:12;complet;dev_express;261.81
297184888;M;2013-12-07;0;0;130381;Commercial;Pickup;yes;4;20.0;Highly Urban/ Urban;2022-01-22 01:15:05;complet;dev_express;279.4
627828331;F;1951-03-17;0;0;2633;Private;z_SUV;no;0;3.0;Highly Urban/ Urban;2022-05-25 07:24:02;complet;dev_express;269.65
316675115;F;2005-06-19;0;0;73528;Private;Minivan;no;0;11.0;Highly Urban/ Urban;2022-02-03 17:35:31;complet;dev_premium;434.84
577705909;F;1971-11-04;0;0;141386;Commercial;Panel Truck;yes;5;19.0;Highly Urban/ Urban;2022-01-08 02:38:04;complet;dev_express;261.49
994635309;F;1976-06-19;0;0;0;Commercial;Minivan;no;0;11.0;z_Highly Rural/ Rural;2022-05-02 00:05:58;complet;dev_express;279.94
302592534;M;1988-07-18;0;0;42089;Commercial;Sports Car;yes;0;7.0;Highly Urban/ Urban;2022-05-18 16:18:06;complet;dev_express;265.59
369429861;M;1985-06-25;0;0;29844;Private;Minivan;no;0;8.0;z_Highly Rural/ Rural;2022-05-25 08:12:41;complet;dev_premium;494.57
922516177;M;1957-04-28;1;1;40570;Private;Sports Car;no;2;1.0;Highly Urban/ Urban;2022-05-04 10:23:12;complet;dev_integral;316.98
533429603;F;1962-02-02;0;1;134520;Private;Pickup;no;2;12.0;Highly Urban/ Urban;2022-04-16 07:28:17;complet;dev_integral;319.58
396892250;M;2003-06-21;0;0;16052;Private;Minivan;no;0;1.0;Highly Urban/ Urban;2022-02-17 11:37:37;complet;dev_integral;332.58
918606594;M;1941-08-25;0;0;105442;Private;Minivan;yes;0;11.0;Highly Urban/ Urban;2022-04-25 08:56:36;complet;dev_premium;394.46
486815695;F;2012-01-18;0;0;36935;Commercial;Panel Truck;no;0;7.0;Highly Urban/ Urban;2022-03-24 18:04:55;complet;dev_integral;299.2
996649251;F;1974-02-05;0;4;0;Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;2022-01-24 04:40:38;complet;dev_express;279.57
496476303;M;1939-08-03;1;1;;Private;Pickup;yes;0;9.0;z_Highly Rural/ Rural;2022-03-03 06:41:02;complet;dev_integral;321.89
839427801;F;1962-07-15;0;0;138550;Private;Van;yes;0;14.0;Highly Urban/ Urban;2022-01-29 15:32:16;complet;dev_integral;303.5
803840924;F;1931-09-24;1;2;15035;Private;z_SUV;no;0;4.0;z_Highly Rural/ Rural;2022-04-29 12:31:08;complet;dev_integral;337.33
797320781;F;1950-06-09;0;0;78103;Private;Sports Car;no;0;6.0;Highly Urban/ Urban;2022-01-11 18:54:43;complet;dev_integral;309.68
967774042;F;1979-11-06;0;1;16715;Commercial;Pickup;no;7;1.0;z_Highly Rural/ Rural;2022-05-11 07:38:11;complet;dev_express;279.56
456720318;F;1968-07-06;0;2;25570;Private;z_SUV;no;6;1.0;Highly Urban/ Urban;2022-05-07 22:16:31;complet;dev_express;266.9
888957957;M;2018-04-22;0;0;86091;Commercial;Minivan;no;3;1.0;Highly Urban/ Urban;2022-02-08 23:25:47;complet;dev_express;258.75
551370243;F;1951-03-30;0;0;85894;Private;Minivan;yes;2;19.0;Highly Urban/ Urban;2022-02-01 06:20:01;complet;dev_integral;336.13
460845643;F;1962-12-20;0;0;26301;Commercial;z_SUV;no;3;12.0;Highly Urban/ Urban;2022-03-10 16:31:37;complet;dev_integral;302.68
18096053;F;1970-05-10;0;0;40466;Private;Minivan;no;1;1.0;Highly Urban/ Urban;2022-03-08 15:24:45;complet;dev_integral;317.96
837810448;F;1963-04-14;0;0;35231;Private;z_SUV;no;1;9.0;z_Highly Rural/ Rural;2022-05-27 17:51:45;complet;dev_premium;445.13
22905935;F;1973-12-10;0;0;74295;Private;Pickup;yes;2;9.0;Highly Urban/ Urban;2022-01-07 08:08:56;complet;dev_vip;626.17
12136446;M;1942-05-16;1;3;20921;Private;Minivan;yes;0;1.0;Highly Urban/ Urban;2022-02-14 20:28:51;complet;dev_express;263.27
97750917;M;1988-12-06;0;0;30960;Private;Sports Car;no;0;4.0;Highly Urban/ Urban;2022-02-21 01:00:18;complet;dev_express;256.04
708077771;M;1971-05-24;0;1;36354;Commercial;Van;yes;0;7.0;z_Highly Rural/ Rural;2022-04-09 20:12:42;complet;dev_integral;284.7
361665026;F;1958-10-09;0;3;74546;Commercial;Minivan;no;5;9.0;Highly Urban/ Urban;2022-03-25 02:23:51;complet;dev_integral;303.62
621496694;F;1976-12-31;0;1;88305;Private;z_SUV;no;0;20.0;Highly Urban/ Urban;2022-03-31 08:06:25;complet;dev_express;273.9
62746989;M;2006-12-30;0;0;51814;Private;Sports Car;no;0;15.0;Highly Urban/ Urban;2022-02-02 02:18:25;complet;dev_integral;294.79
430441105;M;1973-09-13;0;0;43560;Commercial;Pickup;yes;0;7.0;Highly Urban/ Urban;2022-05-08 12:04:30;complet;dev_integral;307.93
694267964;M;1984-11-07;0;1;110543;Commercial;z_SUV;no;0;9.0;Highly Urban/ Urban;2022-04-04 21:09:56;complet;dev_integral;282.43
525918644;F;1993-07-21;1;2;0;Private;Sports Car;no;3;6.0;Highly Urban/ Urban;2022-01-11 12:37:19;complet;dev_express;256.59
491709455;M;1962-09-11;0;3;124375;Commercial;Panel Truck;no;4;8.0;Highly Urban/ Urban;2022-03-22 14:39:10;complet;dev_express;281.4
132609655;M;1942-06-10;0;1;40990;Commercial;Sports Car;no;0;1.0;Highly Urban/ Urban;2022-01-30 05:24:39;complet;dev_integral;334.88
549069454;M;1988-12-27;0;0;72500;Private;z_SUV;no;7;1.0;Highly Urban/ Urban;2022-05-09 02:49:14;complet;dev_integral;311.75
920638735;M;1949-04-30;0;0;34408;Commercial;Minivan;no;3;5.0;Highly Urban/ Urban;2022-04-11 20:56:39;complet;dev_integral;288.41
249037674;M;1968-03-20;0;0;108309;Commercial;Van;yes;1;8.0;Highly Urban/ Urban;2022-01-10 18:15:07;complet;dev_integral;324.97
171275064;M;1968-03-04;0;0;111916;Private;z_SUV;no;2;;Highly Urban/ Urban;2022-03-26 19:37:55;complet;dev_premium;455.97
476931149;F;2000-11-05;0;0;72665;Commercial;Panel Truck;no;10;14.0;Highly Urban/ Urban;2022-02-24 04:11:14;complet;dev_express;259.49
235798867;F;2003-04-28;0;1;115308;Commercial;Panel Truck;no;3;3.0;Highly Urban/ Urban;2022-03-05 20:32:51;complet;dev_integral;292.06
131421512;F;1942-02-22;0;0;0;Private;Minivan;no;0;10.0;Highly Urban/ Urban;2022-04-30 22:26:44;complet;dev_express;281.72
34434267;M;1988-10-30;0;0;18213;Private;Sports Car;no;0;1.0;z_Highly Rural/ Rural;2022-01-26 05:23:46;complet;dev_integral;308.23
257833353;F;1936-12-01;1;1;103076;Private;Minivan;no;4;10.0;Highly Urban/ Urban;2022-01-06 03:41:55;complet;dev_vip;694.47
29775028;M;1994-07-01;0;0;54691;Private;Minivan;yes;0;13.0;Highly Urban/ Urban;2022-01-09 12:44:34;complet;dev_integral;327.58
713884148;M;1956-06-04;0;1;84250;Commercial;z_SUV;no;1;1.0;Highly Urban/ Urban;2022-01-13 00:17:29;complet;dev_integral;333.97
201054523;F;1941-08-15;0;0;164088;Private;Sports Car;no;8;20.0;Highly Urban/ Urban;2022-05-10 08:42:34;complet;dev_integral;307.83
794040462;M;1943-11-09;0;3;85127;Commercial;Panel Truck;no;0;1.0;z_Highly Rural/ Rural;2022-03-02 15:25:05;complet;dev_integral;339.69
22460980;F;1974-11-20;0;4;78397;Private;Minivan;no;2;18.0;Highly Urban/ Urban;2022-01-30 12:21:04;complet;dev_express;253.83
574158891;F;1970-02-18;0;0;;Private;z_SUV;no;0;25.0;Highly Urban/ Urban;2022-04-14 07:57:49;complet;dev_integral;291.05
557742413;M;1993-10-03;0;1;123062;Commercial;Panel Truck;yes;0;19.0;Highly Urban/ Urban;2022-05-29 01:33:19;complet;dev_integral;307.72
549986445;M;2018-07-29;0;1;38898;Private;Pickup;yes;0;17.0;Highly Urban/ Urban;2022-05-24 02:16:40;complet;dev_express;268.44
905883739;F;1971-06-06;0;0;68564;Commercial;Pickup;yes;2;11.0;z_Highly Rural/ Rural;2022-01-27 13:08:08;complet;dev_integral;301.81
593108777;F;1966-04-27;0;0;53129;Private;Van;no;3;13.0;Highly Urban/ Urban;2022-05-07 12:43:28;complet;dev_express;256.13
757352494;M;1951-03-15;0;3;32601;Commercial;z_SUV;no;0;8.0;z_Highly Rural/ Rural;2022-03-06 05:37:43;complet;dev_premium;431.79
42018118;M;2004-04-15;0;3;46395;Commercial;z_SUV;no;1;5.0;Highly Urban/ Urban;2022-05-06 19:28:17;complet;dev_express;268.02
760469299;F;1969-02-19;0;1;55086;Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;2022-01-23 05:32:38;complet;dev_premium;545.82
676967525;M;1998-10-03;0;1;0;Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;2022-01-21 14:17:21;complet;dev_integral;290.47
944927413;M;1960-10-13;0;3;;Private;Minivan;yes;1;;Highly Urban/ Urban;2022-05-24 23:51:28;complet;dev_integral;315.21
62426525;F;1983-03-11;0;1;25989;Private;Minivan;yes;4;8.0;z_Highly Rural/ Rural;2022-04-23 17:43:33;complet;dev_integral;282.79
660380025;F;1961-08-21;0;0;128950;Private;z_SUV;no;0;9.0;Highly Urban/ Urban;2022-02-19 18:27:38;complet;dev_express;270.0
